date,description,amount,type,source,account,category,merchant
2025-06-08,UPI/Ola/Quick Pay,59.42,debit,UPI,HDFC Savings,Travel,Ola
2025-06-08,UPI/Domino's/Purchase,312.63,debit,UPI,SBI Savings,Food & Dining,Domino's
2025-06-08,UPI/Starbucks/Pay,141.78,debit,UPI,HDFC Savings,Food & Dining,Starbucks
2025-06-08,UPI/Uber/Order,608.12,debit,UPI,SBI Savings,Travel,Uber
2025-06-09,UPI/Swiggy Instamart/Food Order,369.26,debit,UPI,HDFC Savings,Food & Dining,Swiggy Instamart
2025-06-09,UPI/McDonald's/Quick Bite,65.69,debit,UPI,SBI Savings,Food & Dining,McDonald's
2025-06-09,UPI/HP Petrol Pump/Fuel,3242.15,debit,UPI,SBI Savings,Fuel,HP Petrol Pump
2025-06-09,UPI/Pay/Vikram M,1099.41,debit,UPI,HDFC Savings,Transfers,Vikram M
2025-06-09,UPI/Indian Oil/Order,1355.19,debit,UPI,SBI Savings,Miscellaneous,Indian Oil
2025-06-09,UPI/Namma Yatri/Order,156.55,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-06-09,UPI/Domino's/Pay,465.56,debit,UPI,SBI Savings,Food & Dining,Domino's
2025-06-09,UPI/Rapido/Purchase,141.35,debit,UPI,SBI Savings,Travel,Rapido
2025-06-09,UPI/Rapido/Order,126.93,debit,UPI,SBI Savings,Travel,Rapido
2025-06-09,UPI/Blinkit/Pay,786.61,debit,UPI,SBI Savings,Food & Dining,Blinkit
2025-06-09,UPI/BPCL/Purchase,1101.67,debit,UPI,SBI Savings,Miscellaneous,BPCL
2025-06-09,UPI/Ola/Quick Pay,190.74,debit,UPI,SBI Savings,Travel,Ola
2025-06-09,UPI/Namma Yatri/Order,47.09,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-06-10,Personal Loan EMI - ICICI Bank PL2024,6200.0,debit,EMI,HDFC Savings,EMI,ICICI Bank
2025-06-10,UPI/McDonald's/Food Order,227.32,debit,UPI,SBI Savings,Food & Dining,McDonald's
2025-06-10,MedPlus/Vitamins & Supplements,340.0,debit,UPI,SBI Savings,Healthcare,MedPlus
2025-06-10,UPI/Pay/Vikram M,1453.16,debit,UPI,SBI Savings,Transfers,Vikram M
2025-06-10,UPI/Subway/Purchase,309.55,debit,UPI,HDFC Savings,Food & Dining,Subway
2025-06-10,UPI/Indian Oil/Order,3021.14,debit,UPI,SBI Savings,Miscellaneous,Indian Oil
2025-06-10,UPI/Haldiram's/Pay,284.65,debit,UPI,SBI Savings,Food & Dining,Haldiram's
2025-06-10,UPI/Starbucks/Pay,313.51,debit,UPI,SBI Savings,Food & Dining,Starbucks
2025-06-10,UPI/Swiggy Instamart/Pay,158.38,debit,UPI,SBI Savings,Food & Dining,Swiggy Instamart
2025-06-10,UPI/Rapido/Order,34.75,debit,UPI,HDFC Savings,Travel,Rapido
2025-06-10,UPI/Rapido/Purchase,128.21,debit,UPI,HDFC Savings,Travel,Rapido
2025-06-11,UPI/Namma Yatri/Ride,210.43,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-06-11,Subscription/YouTube Premium,189.0,debit,Credit Card,HDFC Credit Card,Entertainment,YouTube Premium
2025-06-11,UPI/Pay/Rahul S,187.03,debit,UPI,SBI Savings,Transfers,Rahul S
2025-06-11,UPI/Rapido/Pay,99.93,debit,UPI,SBI Savings,Travel,Rapido
2025-06-11,UPI/Zomato/Order,547.07,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-06-11,UPI/Cafe Coffee Day/Order,148.94,debit,UPI,SBI Savings,Food & Dining,Cafe Coffee Day
2025-06-11,UPI/Ola/Purchase,62.01,debit,UPI,HDFC Savings,Travel,Ola
2025-06-11,UPI/Namma Yatri/Purchase,83.83,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-06-11,UPI/Subway/Purchase,246.4,debit,UPI,HDFC Savings,Food & Dining,Subway
2025-06-11,UPI/Swiggy Instamart/Purchase,112.0,debit,UPI,HDFC Savings,Food & Dining,Swiggy Instamart
2025-06-11,UPI/Rapido/Pay,183.27,debit,UPI,HDFC Savings,Travel,Rapido
2025-06-11,UPI/Reliance Fresh/Quick Pay,796.43,debit,UPI,SBI Savings,Groceries,Reliance Fresh
2025-06-12,Tata Cliq/Online Purchase,2943.61,debit,UPI,HDFC Savings,Shopping,Tata Cliq
2025-06-12,UPI/Rapido/Ride,118.72,debit,UPI,HDFC Savings,Travel,Rapido
2025-06-12,UPI/Namma Yatri/Quick Pay,59.89,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-06-12,UPI/Rapido/Purchase,177.74,debit,UPI,HDFC Savings,Travel,Rapido
2025-06-12,UPI/Uber/Pay,478.13,debit,UPI,SBI Savings,Travel,Uber
2025-06-13,UPI/Pay/Vikram M,642.72,debit,UPI,SBI Savings,Transfers,Vikram M
2025-06-13,UPI/Received/Ankit J,1322.64,credit,UPI,SBI Savings,Transfers,Ankit J
2025-06-13,UPI/UPI Misc 3/Order,223.91,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 3
2025-06-13,UPI/Shell/Pay,3256.2,debit,UPI,SBI Savings,Miscellaneous,Shell
2025-06-13,UPI/Subway/Order,201.62,debit,UPI,HDFC Savings,Food & Dining,Subway
2025-06-13,UPI/Uber/Pay,74.18,debit,UPI,HDFC Savings,Travel,Uber
2025-06-13,UPI/Zomato/Order,214.71,debit,UPI,SBI Savings,Food & Dining,Zomato
2025-06-13,UPI/Namma Yatri/Pay,265.04,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-06-14,Advance Tax Payment - Income Tax Dept,9200.0,debit,NEFT,HDFC Savings,Taxes,Income Tax Dept
2025-06-14,UPI/Namma Yatri/Quick Pay,39.59,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-06-14,UPI/Big Basket/Order,531.18,debit,UPI,SBI Savings,Groceries,Big Basket
2025-06-14,UPI/Shell/Purchase,960.11,debit,UPI,HDFC Savings,Miscellaneous,Shell
2025-06-14,UPI/Dunzo/Order,109.07,debit,UPI,HDFC Savings,Food & Dining,Dunzo
2025-06-14,UPI/Uber/Pay,118.51,debit,UPI,SBI Savings,Travel,Uber
2025-06-15,UPI/Spencer's/Grocery,963.24,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-06-15,UPI/Uber/Ride,174.83,debit,UPI,SBI Savings,Travel,Uber
2025-06-15,UPI/BMTC/Bus Ticket,22.77,debit,UPI,HDFC Savings,Travel,BMTC
2025-06-15,Credit Card Bill Payment - HDFC CC,16400.26,debit,NEFT,HDFC Savings,Transfers,HDFC Credit Card
2025-06-15,UPI/UPI Misc 3/Pay,51.72,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 3
2025-06-15,UPI/Uber/Order,343.12,debit,UPI,SBI Savings,Travel,Uber
2025-06-15,UPI/Swiggy Instamart/Quick Pay,498.59,debit,UPI,HDFC Savings,Food & Dining,Swiggy Instamart
2025-06-15,UPI/UPI Misc 0/Quick Pay,255.06,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 0
2025-06-15,UPI/Swiggy Instamart/Purchase,835.23,debit,UPI,SBI Savings,Food & Dining,Swiggy Instamart
2025-06-15,UPI/Uber/Pay,304.76,debit,UPI,SBI Savings,Travel,Uber
2025-06-15,UPI/Namma Yatri/Quick Pay,200.23,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-06-16,UPI/More Supermarket/Grocery,1669.98,debit,UPI,HDFC Savings,Groceries,More Supermarket
2025-06-16,UPI/BMTC/Bus Ticket,55.64,debit,UPI,HDFC Savings,Travel,BMTC
2025-06-16,UPI/Reliance Fresh/Purchase,507.57,debit,UPI,HDFC Savings,Groceries,Reliance Fresh
2025-06-16,UPI/Haldiram's/Pay,155.01,debit,UPI,HDFC Savings,Food & Dining,Haldiram's
2025-06-16,UPI/Swiggy/Pay,146.76,debit,UPI,SBI Savings,Food & Dining,Swiggy
2025-06-17,UPI/Ola/Ride,294.27,debit,UPI,HDFC Savings,Travel,Ola
2025-06-17,UPI/Rapido/Order,202.62,debit,UPI,SBI Savings,Travel,Rapido
2025-06-17,UPI/Ola/Quick Pay,371.66,debit,UPI,SBI Savings,Travel,Ola
2025-06-17,UPI/Ola/Pay,361.91,debit,UPI,HDFC Savings,Travel,Ola
2025-06-17,UPI/Blinkit/Order,322.98,debit,UPI,SBI Savings,Food & Dining,Blinkit
2025-06-17,UPI/Starbucks/Quick Pay,250.42,debit,UPI,SBI Savings,Food & Dining,Starbucks
2025-06-18,UPI/Subway/Food Order,221.97,debit,UPI,SBI Savings,Food & Dining,Subway
2025-06-18,UPI/Spencer's/Grocery,1550.59,debit,UPI,SBI Savings,Groceries,Spencer's
2025-06-18,Bill/BESCOM,2072.21,debit,UPI,SBI Savings,Utilities,BESCOM
2025-06-18,UPI/Namma Yatri/Purchase,61.76,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-06-18,UPI/Big Basket/Quick Pay,588.07,debit,UPI,HDFC Savings,Groceries,Big Basket
2025-06-18,UPI/Namma Yatri/Order,100.03,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-06-18,UPI/Domino's/Pay,616.69,debit,UPI,SBI Savings,Food & Dining,Domino's
2025-06-18,UPI/Cafe Coffee Day/Purchase,145.99,debit,UPI,HDFC Savings,Food & Dining,Cafe Coffee Day
2025-06-18,UPI/Namma Yatri/Quick Pay,169.05,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-06-18,UPI/Rapido/Pay,187.67,debit,UPI,SBI Savings,Travel,Rapido
2025-06-19,Ajio/Online Purchase,1849.98,debit,UPI,HDFC Savings,Shopping,Ajio
2025-06-19,Subscription/Amazon Prime,179.0,debit,Credit Card,HDFC Credit Card,Entertainment,Amazon Prime
2025-06-19,UPI/GiveIndia/Donation,1976.66,debit,UPI,SBI Savings,Miscellaneous,GiveIndia
2025-06-19,UPI/Domino's/Quick Pay,283.28,debit,UPI,SBI Savings,Food & Dining,Domino's
2025-06-19,UPI/BPCL/Quick Pay,2290.91,debit,UPI,HDFC Savings,Miscellaneous,BPCL
2025-06-19,UPI/Shell/Pay,3426.21,debit,UPI,HDFC Savings,Miscellaneous,Shell
2025-06-19,UPI/Ola/Quick Pay,194.74,debit,UPI,SBI Savings,Travel,Ola
2025-06-19,UPI/Rapido/Order,182.63,debit,UPI,HDFC Savings,Travel,Rapido
2025-06-19,UPI/Big Basket/Order,752.73,debit,UPI,SBI Savings,Groceries,Big Basket
2025-06-19,UPI/UPI Misc 4/Quick Pay,263.33,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 4
2025-06-20,Meesho/Online Purchase,1250.47,debit,Credit Card,HDFC Credit Card,Shopping,Meesho
2025-06-20,UPI/Uber/Ride,119.0,debit,UPI,SBI Savings,Travel,Uber
2025-06-20,UPI/Pay/Pooja N,125.93,debit,UPI,SBI Savings,Transfers,Pooja N
2025-06-20,UPI/Pay/Priya K,1077.81,debit,UPI,HDFC Savings,Transfers,Priya K
2025-06-20,UPI/Namma Yatri/Order,74.07,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-06-20,UPI/UPI Misc 4/Pay,101.79,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 4
2025-06-21,UPI/Haldiram's/Food Order,363.23,debit,UPI,SBI Savings,Food & Dining,Haldiram's
2025-06-21,Ajio/Online Purchase,2272.2,debit,Credit Card,HDFC Credit Card,Shopping,Ajio
2025-06-21,UPI/Namma Yatri/Ride,79.28,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-06-21,UPI/HP Petrol Pump/Purchase,3340.77,debit,UPI,HDFC Savings,Miscellaneous,HP Petrol Pump
2025-06-21,UPI/Rapido/Pay,132.05,debit,UPI,HDFC Savings,Travel,Rapido
2025-06-22,ATM Withdrawal - HDFC Bank,4039.12,debit,Cash,HDFC Savings,Cash Withdrawal,HDFC ATM
2025-06-22,UPI/Received/Priya K,1435.38,credit,UPI,HDFC Savings,Transfers,Priya K
2025-06-22,UPI/Received/Pooja N,904.47,credit,UPI,SBI Savings,Transfers,Pooja N
2025-06-22,UPI/Uber/Purchase,631.51,debit,UPI,SBI Savings,Travel,Uber
2025-06-22,UPI/McDonald's/Pay,331.54,debit,UPI,HDFC Savings,Food & Dining,McDonald's
2025-06-22,UPI/Ola/Purchase,129.87,debit,UPI,SBI Savings,Travel,Ola
2025-06-23,UPI/Dunzo/Quick Bite,108.0,debit,UPI,HDFC Savings,Food & Dining,Dunzo
2025-06-23,Meesho/Online Purchase,1204.0,debit,UPI,HDFC Savings,Shopping,Meesho
2025-06-23,UPI/Cafe Coffee Day/Order,77.99,debit,UPI,HDFC Savings,Food & Dining,Cafe Coffee Day
2025-06-23,UPI/Zomato/Purchase,48.71,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-06-23,UPI/Swiggy/Purchase,127.34,debit,UPI,SBI Savings,Food & Dining,Swiggy
2025-06-23,UPI/Subway/Purchase,438.75,debit,UPI,HDFC Savings,Food & Dining,Subway
2025-06-23,UPI/Rapido/Pay,120.62,debit,UPI,SBI Savings,Travel,Rapido
2025-06-23,UPI/Namma Yatri/Order,134.99,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-06-23,UPI/BPCL/Order,2437.75,debit,UPI,HDFC Savings,Miscellaneous,BPCL
2025-06-23,UPI/Reliance Fresh/Quick Pay,630.86,debit,UPI,SBI Savings,Groceries,Reliance Fresh
2025-06-24,UPI/Ola/Ride,127.0,debit,UPI,HDFC Savings,Travel,Ola
2025-06-24,UPI/BPCL/Fuel,3111.19,debit,UPI,HDFC Savings,Fuel,BPCL
2025-06-24,UPI/Dunzo/Order,143.87,debit,UPI,SBI Savings,Food & Dining,Dunzo
2025-06-24,UPI/Haldiram's/Order,201.36,debit,UPI,SBI Savings,Food & Dining,Haldiram's
2025-06-24,UPI/McDonald's/Order,409.89,debit,UPI,SBI Savings,Food & Dining,McDonald's
2025-06-25,Mobile Recharge/Jio,312.26,debit,UPI,SBI Savings,Utilities,Jio
2025-06-25,UPI/Spencer's/Pay,323.25,debit,UPI,SBI Savings,Groceries,Spencer's
2025-06-25,UPI/Zomato/Purchase,111.07,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-06-25,UPI/Namma Yatri/Order,182.74,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-06-25,UPI/Shell/Purchase,882.23,debit,UPI,HDFC Savings,Miscellaneous,Shell
2025-06-26,UPI/Starbucks/Food Order,478.89,debit,UPI,HDFC Savings,Food & Dining,Starbucks
2025-06-26,UPI/Namma Yatri/Ride,292.61,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-06-26,Subscription/Netflix,649.0,debit,Credit Card,HDFC Credit Card,Entertainment,Netflix
2025-06-26,UPI/Namma Yatri/Quick Pay,85.11,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-06-26,UPI/Ola/Quick Pay,175.8,debit,UPI,SBI Savings,Travel,Ola
2025-06-26,UPI/DMart/Order,800.0,debit,UPI,SBI Savings,Groceries,DMart
2025-06-26,UPI/Uber/Purchase,366.62,debit,UPI,SBI Savings,Travel,Uber
2025-06-26,UPI/Big Basket/Purchase,570.86,debit,UPI,HDFC Savings,Groceries,Big Basket
2025-06-26,UPI/Indian Oil/Quick Pay,2619.21,debit,UPI,SBI Savings,Miscellaneous,Indian Oil
2025-06-26,UPI/UPI Misc 2/Purchase,160.6,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 2
2025-06-26,UPI/Swiggy/Purchase,456.04,debit,UPI,HDFC Savings,Food & Dining,Swiggy
2025-06-26,UPI/Rapido/Purchase,77.92,debit,UPI,SBI Savings,Travel,Rapido
2025-06-27,UPI/Haldiram's/Food Order,288.65,debit,UPI,HDFC Savings,Food & Dining,Haldiram's
2025-06-27,Myntra/Online Purchase,1970.1,debit,UPI,SBI Savings,Shopping,Myntra
2025-06-27,UPI/Haldiram's/Quick Pay,203.29,debit,UPI,HDFC Savings,Food & Dining,Haldiram's
2025-06-27,UPI/Starbucks/Pay,36.5,debit,UPI,SBI Savings,Food & Dining,Starbucks
2025-06-27,UPI/Ola/Pay,31.69,debit,UPI,HDFC Savings,Travel,Ola
2025-06-27,UPI/Haldiram's/Pay,260.51,debit,UPI,HDFC Savings,Food & Dining,Haldiram's
2025-06-27,UPI/Uber/Purchase,121.62,debit,UPI,HDFC Savings,Travel,Uber
2025-06-28,Mutual Fund Dividend - Axis,319.82,credit,Bank Credit,HDFC Savings,Investments,Axis Mutual Fund
2025-06-28,UPI/Namma Yatri/Purchase,221.25,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-06-28,UPI/Rapido/Quick Pay,93.32,debit,UPI,SBI Savings,Travel,Rapido
2025-06-28,UPI/UPI Misc 3/Pay,241.06,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 3
2025-06-28,UPI/Big Basket/Quick Pay,759.27,debit,UPI,SBI Savings,Groceries,Big Basket
2025-06-28,UPI/UPI Misc 0/Purchase,117.83,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 0
2025-06-28,UPI/Ola/Quick Pay,132.76,debit,UPI,SBI Savings,Travel,Ola
2025-06-28,UPI/Zomato/Purchase,291.92,debit,UPI,SBI Savings,Food & Dining,Zomato
2025-06-28,UPI/Namma Yatri/Pay,98.34,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-06-28,UPI/UPI Misc 1/Order,63.14,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 1
2025-06-29,UPI/Zepto/Grocery,374.03,debit,UPI,SBI Savings,Groceries,Zepto
2025-06-29,UPI/BMTC/Bus Ticket,50.23,debit,UPI,SBI Savings,Travel,BMTC
2025-06-29,UPI/EasyPark/Parking Fee,130.21,debit,UPI,SBI Savings,Miscellaneous,EasyPark
2025-06-29,UPI/Domino's/Order,438.84,debit,UPI,SBI Savings,Food & Dining,Domino's
2025-06-29,UPI/Rapido/Purchase,137.54,debit,UPI,HDFC Savings,Travel,Rapido
2025-06-29,UPI/UPI Misc 0/Order,82.48,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 0
2025-06-30,Interest Credit - HDFC Savings,223.76,credit,Bank Credit,HDFC Savings,Business Income,HDFC Bank
2025-06-30,UPI/Zomato/Pay,327.72,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-06-30,UPI/Namma Yatri/Pay,53.94,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-06-30,UPI/Dunzo/Quick Pay,477.66,debit,UPI,SBI Savings,Food & Dining,Dunzo
2025-06-30,UPI/KFC/Purchase,55.09,debit,UPI,HDFC Savings,Food & Dining,KFC
2025-06-30,UPI/Rapido/Pay,163.52,debit,UPI,HDFC Savings,Travel,Rapido
